Model,Model_Path,Variant,Dataset,Image_Type,Resolution,Loss,Optimizer,DeNoising,Attention,auc_roc_score_agg_absolute,auc_roc_score_agg_psnr,auc_roc_score_agg_squared,auc_roc_score_agg_ssim,auc_roc_score_mean_absolute,auc_roc_score_mean_psnr,auc_roc_score_mean_squared,auc_roc_score_mean_ssim,auc_roc_score_overall_absolute,auc_roc_score_overall_psnr,auc_roc_score_overall_squared,auc_roc_score_overall_ssim,eer_agg_absolute,eer_agg_psnr,eer_agg_squared,eer_agg_ssim,eer_overall_absolute,eer_overall_psnr,eer_overall_squared,eer_overall_ssim,pr_roc_score_agg_absolute,pr_roc_score_agg_psnr,pr_roc_score_agg_squared,pr_roc_score_agg_ssim,pr_roc_score_mean_absolute,pr_roc_score_mean_psnr,pr_roc_score_mean_squared,pr_roc_score_mean_ssim,pr_roc_score_overall_absolute,pr_roc_score_overall_psnr,pr_roc_score_overall_squared,pr_roc_score_overall_ssim,precision_absolute,precision_squared,precision_ssim,precision_psnr,recall_absolute,recall_squared,recall_ssim,recall_psnr,f1-score_absolute,f1-score_squared,f1-score_ssim,f1-score_psnr,support_absolute,support_squared,support_ssim,support_psnr,conf_mat_absolute,conf_mat_squared,conf_mat_ssim,conf_mat_psnr
C2D_AE_128_3X3,MSE_UCSD1_NORMAL.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,False,True,0.6946,0.6786,0.6796,0.6435,0.7318,0.7223,0.7223,0.6947,0.655,0.6571,0.6565,0.6572,0.3654,0.36,0.3747,0.4013,0.403,0.4168,0.4174,0.3984,0.4391,0.4468,0.442,0.4548,0.5081,0.5183,0.5188,0.5097,0.4534,0.4524,0.4528,0.4557,0.6305,0.6432,0.6529,0.644,0.6343,0.6422,0.6458,0.6431,0.6238,0.6238,0.6212,0.6251,7200,7200,7200,7200,"3140,905,1728,1427","3347,698,1878,1277","3474,571,1979,1176","3343,702,1868,1287"
C2D_AE_128_3X3,MSE_UCSD1_NORMAL.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,False,True,0.6838,0.6929,0.6962,0.6812,0.7103,0.7256,0.7255,0.7098,0.6401,0.6522,0.6512,0.658,0.3735,0.3591,0.362,0.3656,0.3956,0.4203,0.4203,0.3842,0.4472,0.4437,0.4381,0.4426,0.5325,0.5184,0.5187,0.5143,0.4581,0.4533,0.4539,0.4529,0.6105,0.6805,0.6228,0.6811,0.6044,0.6549,0.62,0.656,0.6059,0.6191,0.621,0.621,7200,7200,7200,7200,"2437,1608,1240,1915","3681,364,2121,1034","2583,1462,1274,1881","3676,369,2108,1047"
C2D_AE_128_3X3,MSE_UCSD1_NORMAL.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,False,True,0.6676,0.7216,0.7301,0.672,0.6589,0.7234,0.7233,0.6805,0.6154,0.6595,0.659,0.6392,0.3782,0.3481,0.329,0.3789,0.3924,0.4003,0.3998,0.3889,0.4463,0.4295,0.4248,0.4482,0.5347,0.5361,0.5363,0.5374,0.4806,0.4513,0.4514,0.4603,0.6207,0.644,0.6244,0.6443,0.6181,0.6471,0.6222,0.6474,0.619,0.6382,0.623,0.6388,7200,7200,7200,7200,"2581,1464,1286,1869","3150,895,1646,1509","2610,1435,1285,1870","3144,901,1638,1517"
C2D_AE_128_3X3,MSE_UCSD1_NORMAL.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,False,True,0.5716,0.6217,0.6271,0.6017,0.5997,0.6527,0.6527,0.639,0.5938,0.6258,0.6256,0.5913,0.4561,0.4345,0.4131,0.4451,0.4282,0.4114,0.4151,0.4317,0.4919,0.4691,0.4657,0.4775,0.5923,0.5738,0.5739,0.5487,0.4896,0.4693,0.4696,0.4904,0.6217,0.6222,0.5936,0.6215,0.6257,0.6264,0.5942,0.6256,0.6213,0.6215,0.5939,0.621,7200,7200,7200,7200,"2918,1127,1568,1587","2940,1105,1585,1570","2603,1442,1480,1675","2925,1120,1576,1579"
C2D_AE_128_3X3_ACB,../../VAD_MODEL_TREE/UCSD1/C2D/C2D_AE_128_3X3_ACB|_ADAM_MSE_UCSD1_NORMAL/C2D_AE_128_3X3_ACB|_ADAM_MSE_UCSD1_NORMAL.pkl,ACB,UCSD1,NORMAL,128,MSE,ADAM,False,False,0.7047,0.7049,0.7107,0.6984,0.7425,0.7489,0.7492,0.7308,0.6567,0.6632,0.6625,0.6603,0.3664,0.354,0.3475,0.3582,0.406,0.401,0.4022,0.3924,0.435,0.4372,0.4318,0.4356,0.5062,0.506,0.5062,0.5012,0.4519,0.4483,0.4486,0.451,0.6563,0.6267,0.6342,0.627,0.6529,0.6297,0.6367,0.63,0.6347,0.6272,0.6347,0.6275,7200,7200,7200,7200,"3394,651,1848,1307","2858,1187,1479,1676","2856,1189,1427,1728","2858,1187,1477,1678"
C2D_AE_128_3X3_ACB,/localscratch/a24ravi.60054521.0/C2D_19_01_2021_17_34/C2D_AE_128_3X3_ACB|_ADAM_MSE_UCSD1_NORMAL/C2D_AE_128_3X3_ACB|_ADAM_MSE_UCSD1_NORMAL.pkl,ACB,UCSD1,NORMAL,128,MSE,ADAM,False,False,0.7027,0.7137,0.7173,0.6933,0.7442,0.7449,0.7454,0.724,0.6548,0.6618,0.6613,0.6584,0.3575,0.3287,0.3356,0.364,0.4,0.3981,0.3988,0.3903,0.436,0.4314,0.428,0.4385,0.5087,0.5041,0.5041,0.5061,0.4528,0.4488,0.4491,0.4522,0.6526,0.6501,0.6276,0.6505,0.6485,0.649,0.6306,0.6494,0.6279,0.6326,0.628,0.6331,7200,7200,7200,7200,"3416,629,1902,1253","3339,706,1821,1334","2863,1182,1478,1677","3339,706,1818,1337"
C2D_AE_128_3X3_ATTN,../../VAD_MODEL_TREE/UCSD1/C2D/C2D_AE_128_3X3_ATTN|_ADAM_MSE_UCSD1_NORMAL/C2D_AE_128_3X3_ATTN|_ADAM_MSE_UCSD1_NORMAL.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,False,False,0.6928,0.6802,0.6763,0.644,0.7155,0.7211,0.7212,0.6818,0.6511,0.6574,0.6568,0.6497,0.3658,0.3757,0.3782,0.3952,0.3978,0.4079,0.4089,0.3892,0.4387,0.4451,0.4441,0.4559,0.5149,0.513,0.5133,0.5151,0.456,0.4522,0.4526,0.4607,0.6173,0.6685,0.6176,0.6693,0.6179,0.6508,0.6143,0.6518,0.6176,0.6188,0.6154,0.6203,7200,7200,7200,7200,"2693,1352,1399,1756","3610,435,2079,1076","2548,1497,1280,1875","3607,438,2069,1086"
C2D_AE_128_3X3_ATTN,../../VAD_MODEL_TREE/UCSD1/C2D/C2D_AE_128_3X3_ATTN|_CONV_ATTENTION_ADAM_MSE_UCSD1_NORMAL/C2D_AE_128_3X3_ATTN|_CONV_ATTENTION_ADAM_MSE_UCSD1_NORMAL.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,False,True,0.6886,0.6712,0.6733,0.6524,0.7045,0.6964,0.6958,0.6711,0.6487,0.6508,0.65,0.6464,0.3629,0.3753,0.3804,0.3895,0.4016,0.4174,0.4192,0.4025,0.4409,0.4463,0.4421,0.4513,0.5185,0.5196,0.5207,0.5181,0.457,0.4559,0.4564,0.4607,0.6245,0.6473,0.6506,0.6485,0.6289,0.6442,0.6394,0.6451,0.6225,0.6235,0.6082,0.6245,7200,7200,7200,7200,"3001,1044,1628,1527","3399,646,1916,1239","3544,501,2095,1060","3403,642,1913,1242"
C2D_AE_128_3X3_DP,../../VAD_MODEL_TREE/UCSD1/C2D/C2D_AE_128_3X3_DP|_ADAM_MSE_UCSD1_NORMAL/C2D_AE_128_3X3_DP|_ADAM_MSE_UCSD1_NORMAL.pkl,Dropouts,UCSD1,NORMAL,128,MSE,ADAM,False,False,0.6385,0.677,0.6737,0.6383,0.6677,0.7115,0.7117,0.6829,0.6134,0.6522,0.6518,0.6432,0.3964,0.3515,0.3597,0.397,0.4212,0.402,0.4029,0.4079,0.4624,0.4526,0.4505,0.462,0.5271,0.5223,0.5223,0.5104,0.4892,0.4591,0.4593,0.4659,0.599,0.6127,0.6116,0.6127,0.601,0.6128,0.6162,0.6126,0.5997,0.6127,0.611,0.6127,7200,7200,7200,7200,"2684,1361,1512,1643","2654,1391,1397,1758","2910,1135,1628,1527","2649,1396,1393,1762"
C2D_AE_128_3X3_DP,/localscratch/a24ravi.60054521.0/C2D_19_01_2021_17_34/C2D_AE_128_3X3_DP|_CONV_ATTENTION_ADAM_MSE_UCSD1_NORMAL/C2D_AE_128_3X3_DP|_CONV_ATTENTION_ADAM_MSE_UCSD1_NORMAL.pkl,Dropouts,UCSD1,NORMAL,128,MSE,ADAM,False,True,0.6673,0.6777,0.677,0.6444,0.7002,0.7161,0.7166,0.6807,0.6273,0.6488,0.6486,0.6382,0.3643,0.3589,0.3552,0.3956,0.3998,0.4096,0.411,0.4082,0.448,0.4455,0.4434,0.4576,0.5124,0.5131,0.513,0.5148,0.4725,0.4569,0.457,0.466,0.6099,0.6184,0.6259,0.6184,0.6126,0.6201,0.6282,0.6196,0.6106,0.619,0.6107,0.6189,7200,7200,7200,7200,"2769,1276,1513,1642","2749,1296,1439,1716","3267,778,1899,1256","2721,1324,1415,1740"
C2D_AE_128_3X3_RES,../../VAD_MODEL_TREE/UCSD1/C2D/C2D_AE_128_3X3_RES|_ADAM_MSE_UCSD1_NORMAL/C2D_AE_128_3X3_RES|_ADAM_MSE_UCSD1_NORMAL.pkl,RESNet,UCSD1,NORMAL,128,MSE,ADAM,False,False,0.6787,0.6685,0.6703,0.6446,0.7179,0.7121,0.7125,0.6873,0.6447,0.6474,0.647,0.644,0.3782,0.375,0.3927,0.4054,0.4041,0.4114,0.412,0.398,0.4434,0.4491,0.4445,0.4568,0.5176,0.511,0.5108,0.5079,0.4582,0.4559,0.4561,0.4602,0.6151,0.6451,0.6122,0.6451,0.6161,0.6411,0.6092,0.6412,0.6155,0.6182,0.6102,0.6187,7200,7200,7200,7200,"2703,1342,1422,1733","3423,622,1962,1193","2537,1508,1306,1849","3418,627,1956,1199"
C2D_AE_128_3X3_RES,/localscratch/a24ravi.60054521.0/C2D_19_01_2021_17_34/C2D_AE_128_3X3_RES|_ADAM_MSE_UCSD1_NORMAL/C2D_AE_128_3X3_RES|_ADAM_MSE_UCSD1_NORMAL.pkl,RESNet,UCSD1,NORMAL,128,MSE,ADAM,False,False,0.6933,0.6905,0.698,0.6787,0.7212,0.7303,0.7315,0.7019,0.6475,0.6477,0.6472,0.6461,0.3642,0.3456,0.3563,0.3726,0.3933,0.4002,0.4012,0.3927,0.4408,0.4437,0.4364,0.4438,0.5218,0.5143,0.5139,0.5138,0.456,0.4544,0.4547,0.4575,0.633,0.651,0.6196,0.6421,0.6367,0.646,0.6219,0.6421,0.6266,0.6236,0.6203,0.6252,7200,7200,7200,7200,"3137,908,1708,1447","3437,608,1941,1214","2785,1260,1462,1693","3317,728,1849,1306"
C2D_AE_128_3X3_SQZEX,../../VAD_MODEL_TREE/UCSD1/C2D/C2D_AE_128_3X3_SQZEX|_ADAM_MSE_UCSD1_NORMAL/C2D_AE_128_3X3_SQZEX|_ADAM_MSE_UCSD1_NORMAL.pkl,SqueezeExcitation,UCSD1,NORMAL,128,MSE,ADAM,False,False,0.6981,0.6975,0.696,0.6567,0.7284,0.7265,0.7271,0.6937,0.6562,0.6633,0.6628,0.6581,0.3663,0.3511,0.3614,0.3933,0.3934,0.4048,0.4052,0.3836,0.4359,0.4334,0.4326,0.4488,0.5115,0.5035,0.5032,0.5109,0.4533,0.4498,0.45,0.455,0.63,0.6515,0.6243,0.6515,0.6342,0.649,0.6215,0.6492,0.6273,0.6307,0.6225,0.6311,7200,7200,7200,7200,"3037,1008,1626,1529","3377,668,1859,1296","2588,1457,1268,1887","3373,672,1854,1301"
C2D_AE_128_3X3_SQZEX,/localscratch/a24ravi.60054521.0/C2D_19_01_2021_17_34/C2D_AE_128_3X3_SQZEX|_CONV_ATTENTION_ADAM_MSE_UCSD1_NORMAL/C2D_AE_128_3X3_SQZEX|_CONV_ATTENTION_ADAM_MSE_UCSD1_NORMAL.pkl,SqueezeExcitation,UCSD1,NORMAL,128,MSE,ADAM,False,True,0.7014,0.6944,0.6918,0.664,0.7121,0.7127,0.7131,0.6795,0.6503,0.6552,0.6548,0.6488,0.3461,0.3536,0.361,0.3848,0.4002,0.4052,0.4067,0.3968,0.4367,0.4372,0.4367,0.4502,0.5217,0.515,0.5149,0.5176,0.456,0.4527,0.4529,0.4597,0.6251,0.653,0.6427,0.6521,0.6292,0.6449,0.6376,0.6446,0.6244,0.6188,0.6122,0.619,7200,7200,7200,7200,"2946,1099,1571,1584","3493,552,2005,1150","3449,596,2013,1142","3483,562,1997,1158"
C2D_AE_128_3X3_SQZEX,MSE_UCSD1_NORMAL.pkl,SqueezeExcitation,UCSD1,NORMAL,128,MSE,ADAM,False,False,0.6877,0.6812,0.6769,0.6416,0.7198,0.7143,0.7142,0.6975,0.6558,0.6613,0.66,0.658,0.3721,0.3684,0.3746,0.395,0.4007,0.4104,0.4122,0.3971,0.4409,0.4441,0.4428,0.4559,0.5122,0.5186,0.519,0.5063,0.4541,0.4507,0.4514,0.4563,0.6296,0.6419,0.6579,0.6424,0.6336,0.6411,0.6467,0.6425,0.6283,0.6226,0.6183,0.6259,7200,7200,7200,7200,"2985,1060,1578,1577","3344,701,1883,1272","3537,508,2036,1119","3314,731,1843,1312"
C2D_AE_128_3X3_VAE,/localscratch/a24ravi.60054521.0/C2D_19_01_2021_17_34/C2D_AE_128_3X3_VAE|_ADAM_MSE_UCSD1_NORMAL/C2D_AE_128_3X3_VAE|_ADAM_MSE_UCSD1_NORMAL.pkl,Variational,UCSD1,NORMAL,128,MSE,ADAM,False,False,0.6961,0.6952,0.7058,0.6666,0.6814,0.7187,0.7188,0.6638,0.6344,0.6436,0.6434,0.6279,0.3422,0.3562,0.3511,0.3864,0.4124,0.4062,0.4054,0.4003,0.4356,0.4403,0.4331,0.4539,0.536,0.5213,0.5213,0.5443,0.4612,0.4566,0.4566,0.4643,0.6197,0.6102,0.6116,0.6101,0.6224,0.6122,0.6101,0.6119,0.6203,0.6109,0.6107,0.6107,7200,7200,7200,7200,"2805,1240,1479,1676","2731,1314,1478,1677","2591,1454,1353,1802","2724,1321,1473,1682"
C2D_AE_128_3X3_VAE,/localscratch/a24ravi.60213078.0/C2D_21_01_2021_21_50/C2D_AE_128_3X3_VAE|_CONV_ATTENTION_ADAM_MSE_UCSD1_NORMAL/C2D_AE_128_3X3_VAE|_CONV_ATTENTION_ADAM_MSE_UCSD1_NORMAL.pkl,Variational,UCSD1,NORMAL,128,MSE,ADAM,False,True,0.6992,0.6987,0.695,0.6642,0.7201,0.7202,0.7206,0.6798,0.6526,0.6584,0.6581,0.6499,0.3492,0.3474,0.3577,0.3827,0.3921,0.3975,0.3984,0.3907,0.4367,0.4337,0.4336,0.448,0.5165,0.5095,0.5094,0.5184,0.4551,0.4517,0.4518,0.4589,0.6275,0.6231,0.6169,0.6226,0.6275,0.6275,0.6121,0.6269,0.6275,0.6216,0.6134,0.6212,7200,7200,7200,7200,"2705,1340,1342,1813","2979,1066,1616,1539","2498,1547,1246,1909","2971,1074,1612,1543"
C2D_AE_128_LAYERCONNECTED,../../VAD_MODEL_TREE/UCSD1/C2D/C2D_AE_128_LAYERCONNECTED|_ADAM_MSE_UCSD1_NORMAL_EXP/C2D_AE_128_LAYERCONNECTED|_ADAM_MSE_UCSD1_NORMAL_EXP.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,False,False,0.654,0.5989,0.5922,0.5899,0.698,0.537,0.539,0.5838,0.624,0.5635,0.5633,0.6093,0.3857,0.4106,0.4282,0.4252,0.4333,0.4606,0.462,0.412,0.4616,0.4884,0.4902,0.4942,0.5339,0.6109,0.6092,0.5644,0.4734,0.5145,0.5135,0.5072,0.6043,0.6006,0.602,0.5976,0.6097,0.6036,0.5889,0.6018,0.6029,0.5718,0.59,0.5714,7200,7200,7200,7200,"2934,1111,1699,1456","3382,663,2191,964","2219,1826,1134,2021","3354,691,2176,979"
C2D_AE_128_LAYERCONNECTED,../../VAD_MODEL_TREE/UCSD1/C2D/C2D_AE_128_LAYERCONNECTED|_ADAM_MSE_UCSD1_NORMAL_EXP_2L/C2D_AE_128_LAYERCONNECTED|_ADAM_MSE_UCSD1_NORMAL_EXP_2L.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,False,False,0.6597,0.6259,0.6172,0.5808,0.7108,0.6508,0.6467,0.6055,0.6293,0.6342,0.6333,0.619,0.3805,0.399,0.413,0.4634,0.4245,0.4193,0.4194,0.4187,0.4626,0.4988,0.4918,0.4903,0.5252,0.548,0.5487,0.5542,0.4716,0.4715,0.4723,0.4835,0.6151,0.6205,0.6352,0.6202,0.6199,0.5807,0.6047,0.5778,0.6061,0.5729,0.6015,0.5687,7200,7200,7200,7200,"3152,893,1844,1311","1776,2269,750,2405","2005,2040,806,2349","1731,2314,726,2429"
C2D_AE_128_LAYERCONNECTED,../../VAD_MODEL_TREE/UCSD1/C2D/C2D_AE_128_LAYERCONNECTED|_ADAM_MSE_UCSD1_NORMAL_DeNoising/C2D_AE_128_LAYERCONNECTED|_ADAM_MSE_UCSD1_NORMAL_DeNoising.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,True,False,0.6726,0.6435,0.6336,0.5852,0.718,0.6978,0.6977,0.6067,0.6472,0.659,0.6593,0.6303,0.3859,0.3941,0.403,0.4371,0.4089,0.3954,0.3952,0.4084,0.4481,0.4628,0.4654,0.4914,0.4937,0.5134,0.5135,0.5392,0.4596,0.457,0.4569,0.4804,0.6326,0.6219,0.6504,0.625,0.5882,0.6103,0.5932,0.6293,0.5792,0.6115,0.5798,0.6236,7200,7200,7200,7200,"1765,2280,685,2470","2331,1714,1092,2063","1674,2371,558,2597","2978,1067,1602,1553"
C2D_AE_128_LAYERCONNECTED,../../VAD_MODEL_TREE/UCSD1/C2D/C2D_AE_128_LAYERCONNECTED|_CONV_ATTENTION_ADAM_MSE_UCSD1_NORMAL_DeNoising/C2D_AE_128_LAYERCONNECTED|_CONV_ATTENTION_ADAM_MSE_UCSD1_NORMAL_DeNoising.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,True,True,0.6534,0.632,0.6267,0.5762,0.7063,0.6882,0.6861,0.5934,0.6283,0.6436,0.6427,0.6201,0.3978,0.3927,0.3973,0.4345,0.4203,0.407,0.4089,0.4185,0.4544,0.4677,0.4681,0.4917,0.5015,0.5126,0.5128,0.5458,0.4692,0.469,0.4694,0.4859,0.6154,0.6164,0.6259,0.6167,0.5811,0.6212,0.58,0.6215,0.5755,0.6144,0.5696,0.615,7200,7200,7200,7200,"1844,2201,815,2340","2983,1062,1665,1490","1706,2339,685,2470","2974,1071,1654,1501"
C2D_AE_128_LAYERCONNECTED,../../VAD_MODEL_TREE/UCSD1/C2D/C2D_AE_128_LAYERCONNECTED|_ADAM_MSE_UCSD1_NORMAL/C2D_AE_128_LAYERCONNECTED|_ADAM_MSE_UCSD1_NORMAL.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,False,False,0.6512,0.6069,0.5981,0.568,0.7028,0.632,0.6282,0.6004,0.6296,0.631,0.6307,0.6182,0.3842,0.4099,0.4241,0.4767,0.4233,0.4192,0.4208,0.4265,0.4647,0.4992,0.4972,0.498,0.5287,0.5577,0.5587,0.5545,0.4726,0.4733,0.4738,0.484,0.6157,0.6076,0.6345,0.6011,0.6192,0.5794,0.6069,0.5842,0.6,0.5761,0.6047,0.5845,7200,7200,7200,7200,"3257,788,1954,1201","1919,2126,902,2253","2054,1991,839,2316","2126,1919,1075,2080"
C2D_AE_128_LAYERCONNECTED,../../VAD_MODEL_TREE/UCSD1/C2D/C2D_AE_128_LAYERCONNECTED|_CONV_ATTENTION_ADAM_MSE_UCSD1_NORMAL/C2D_AE_128_LAYERCONNECTED|_CONV_ATTENTION_ADAM_MSE_UCSD1_NORMAL.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,False,True,0.6608,0.6151,0.6063,0.5797,0.7031,0.6425,0.6389,0.6158,0.6331,0.6378,0.6373,0.6288,0.3745,0.3968,0.4177,0.4536,0.426,0.4162,0.4174,0.4282,0.4597,0.4985,0.4905,0.4872,0.5299,0.5541,0.5547,0.538,0.4695,0.4682,0.4686,0.4774,0.6113,0.6074,0.6458,0.608,0.6165,0.5788,0.6028,0.5779,0.6035,0.5752,0.5953,0.5738,7200,7200,7200,7200,"3121,924,1837,1318","1909,2136,897,2258","1854,2191,669,2486","1884,2161,878,2277"
C2D_AE_GENERIC_GENERIC,/localscratch/a24ravi.60130712.0/C2D_20_01_2021_13_12/C2D_AE_GENERIC_GENERIC|_ADAM_MSE_UCSD1_NORMAL_2/C2D_AE_GENERIC_GENERIC|_ADAM_MSE_UCSD1_NORMAL_2.pkl,Normal,UCSD1,NORMAL,0,MSE,ADAM,False,False,0.6939,0.6516,0.6572,0.6823,0.7263,0.6906,0.6908,0.6996,0.6512,0.6369,0.6367,0.656,0.3646,0.3685,0.3762,0.3544,0.4072,0.4309,0.4307,0.4005,0.4391,0.454,0.4472,0.4409,0.5175,0.5124,0.5124,0.5236,0.4552,0.4607,0.4609,0.4548,0.6434,0.6103,0.6116,0.6109,0.6429,0.6151,0.6121,0.6154,0.6256,0.6093,0.6119,0.6106,7200,7200,7200,7200,"3330,715,1856,1299","2925,1120,1651,1504","2665,1380,1413,1742","2892,1153,1616,1539"
C2D_AE_GENERIC_GENERIC,/localscratch/a24ravi.60130712.0/C2D_20_01_2021_13_12/C2D_AE_GENERIC_GENERIC|_ADAM_MSE_UCSD1_NORMAL_3/C2D_AE_GENERIC_GENERIC|_ADAM_MSE_UCSD1_NORMAL_3.pkl,Normal,UCSD1,NORMAL,0,MSE,ADAM,False,False,0.6882,0.6158,0.6173,0.6623,0.7084,0.6574,0.6566,0.6794,0.6398,0.6169,0.6167,0.653,0.355,0.4161,0.4129,0.3758,0.4136,0.4339,0.4333,0.4035,0.4447,0.48,0.4735,0.4527,0.5208,0.5425,0.5425,0.5264,0.461,0.4705,0.4708,0.4573,0.6123,0.609,0.6611,0.6099,0.6171,0.6138,0.5693,0.6146,0.6114,0.5958,0.5386,0.5969,7200,7200,7200,7200,"2927,1118,1639,1516","3210,835,1946,1209","1306,2739,362,2793","3208,837,1938,1217"
C2D_AE_GENERIC_GENERIC,/localscratch/a24ravi.60131963.0/C2D_20_01_2021_13_31/C2D_AE_GENERIC_GENERIC|_ADAM_MSE_UCSD1_NORMAL_0/C2D_AE_GENERIC_GENERIC|_ADAM_MSE_UCSD1_NORMAL_0.pkl,Normal,UCSD1,NORMAL,0,MSE,ADAM,False,False,0.6855,0.6056,0.6107,0.6649,0.7044,0.6365,0.6364,0.689,0.6386,0.6105,0.6102,0.6433,0.3594,0.4272,0.4265,0.361,0.4123,0.4397,0.4399,0.4089,0.4408,0.4789,0.4701,0.4516,0.5158,0.5412,0.5412,0.5167,0.4618,0.4745,0.4748,0.4613,0.6458,0.5977,0.6237,0.5988,0.6367,0.6038,0.6243,0.6047,0.6062,0.5955,0.6013,0.5969,7200,7200,7200,7200,"3519,526,2090,1065","2951,1094,1759,1396","3347,698,2007,1148","2942,1103,1743,1412"
C2D_AE_GENERIC_GENERIC,/localscratch/a24ravi.60131963.0/C2D_20_01_2021_13_31/C2D_AE_GENERIC_GENERIC|_ADAM_MSE_UCSD1_NORMAL_1/C2D_AE_GENERIC_GENERIC|_ADAM_MSE_UCSD1_NORMAL_1.pkl,Normal,UCSD1,NORMAL,0,MSE,ADAM,False,False,0.6806,0.6186,0.6122,0.6501,0.6919,0.6549,0.6542,0.6597,0.6291,0.6212,0.6211,0.6382,0.3545,0.4044,0.4127,0.3813,0.419,0.4412,0.4412,0.4119,0.4506,0.4795,0.4775,0.4629,0.524,0.5467,0.5467,0.5349,0.4677,0.4711,0.4713,0.4674,0.6193,0.5969,0.6157,0.5989,0.6222,0.6026,0.5849,0.6043,0.6034,0.5956,0.5808,0.598,7200,7200,7200,7200,"3265,780,1940,1215","2910,1135,1726,1429","1908,2137,852,2303","2895,1150,1699,1456"
CGRU_AE_128_3X3_L-4_RL-2_DISDECONV-Y,/localscratch/a24ravi.60723470.0/CLSTM_29_01_2021_14_25/CGRU_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_UCSD1_NORMAL/CGRU_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_UCSD1_NORMAL.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,False,False,0.4573,0.5277,0.4494,0.6296,0.4619,0.5736,0.4671,0.6217,0.4636,0.5779,0.4683,0.6314,0.5169,0.4758,0.5331,0.4171,0.5241,0.4436,0.5239,0.4015,0.5894,0.5268,0.5933,0.4648,0.6133,0.5444,0.612,0.5314,0.5824,0.5014,0.5813,0.4695,0.5856,0.6007,0.6192,0.5822,0.5653,0.5647,0.6238,0.5893,0.4221,0.4167,0.6117,0.5805,7200,7200,7200,7200,"4002,43,3087,68","4020,25,3109,46","3131,914,1795,1360","2905,1140,1817,1338"
CGRU_AE_128_3X3_SEQ2SEQ_L-4_RL-1_DISDECONV-N,/localscratch/a24ravi.60892900.0/CLSTM_01_02_2021_21_40/CGRU_AE_128_3X3_SEQ2SEQ_L-4_RL-1_DISDECONV-N|_ADAM_MSE_UCSD1_NORMAL/CGRU_AE_128_3X3_SEQ2SEQ_L-4_RL-1_DISDECONV-N|_ADAM_MSE_UCSD1_NORMAL.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,False,False,0.6931,0.7474,0.7327,0.7025,0.7021,0.7559,0.7396,0.7061,0.6344,0.664,0.6567,0.6548,0.3627,0.3027,0.3226,0.3489,0.4063,0.3921,0.3987,0.3985,0.4447,0.4281,0.4334,0.4427,0.5026,0.4865,0.4909,0.497,0.4749,0.456,0.461,0.462,0.6204,0.6434,0.6402,0.6422,0.6262,0.6451,0.6438,0.6448,0.619,0.6271,0.6297,0.6286,6912,6912,6912,6912,"2930,1010,1574,1398","3253,687,1766,1206","3172,768,1694,1278","3219,721,1734,1238"
CLSTM_AE_128_3X3_L-4_RL-2_DISDECONV-Y,/localscratch/a24ravi.60723470.0/CLSTM_29_01_2021_14_25/CLSTM_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_UCSD1_NORMAL/CLSTM_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_UCSD1_NORMAL.pkl,Normal,UCSD1,NORMAL,128,MSE,ADAM,False,False,0.6326,0.6693,0.6667,0.619,0.6624,0.7032,0.6785,0.6376,0.6284,0.6494,0.6419,0.6402,0.3896,0.3664,0.3786,0.405,0.4141,0.4015,0.4038,0.4067,0.4761,0.4577,0.4555,0.4799,0.5054,0.5047,0.5055,0.5137,0.47,0.4568,0.4633,0.4674,0.6006,0.6045,0.6177,0.6103,0.6038,0.6003,0.6224,0.6121,0.6013,0.6016,0.61,0.611,7200,7200,7200,7200,"2751,1294,1559,1596","2474,1571,1307,1848","3132,913,1806,1349","2720,1325,1468,1687"
