Model,Model_Path,Variant,Dataset,Image_Type,Resolution,Loss,Optimizer,DeNoising,Attention,auc_roc_score_agg_absolute,auc_roc_score_agg_psnr,auc_roc_score_agg_squared,auc_roc_score_agg_ssim,auc_roc_score_mean_absolute,auc_roc_score_mean_psnr,auc_roc_score_mean_squared,auc_roc_score_mean_ssim,auc_roc_score_overall_absolute,auc_roc_score_overall_psnr,auc_roc_score_overall_squared,auc_roc_score_overall_ssim,eer_agg_absolute,eer_agg_psnr,eer_agg_squared,eer_agg_ssim,eer_overall_absolute,eer_overall_psnr,eer_overall_squared,eer_overall_ssim,pr_roc_score_agg_absolute,pr_roc_score_agg_psnr,pr_roc_score_agg_squared,pr_roc_score_agg_ssim,pr_roc_score_mean_absolute,pr_roc_score_mean_psnr,pr_roc_score_mean_squared,pr_roc_score_mean_ssim,pr_roc_score_overall_absolute,pr_roc_score_overall_psnr,pr_roc_score_overall_squared,pr_roc_score_overall_ssim,precision_absolute_agg,precision_squared_agg,precision_ssim_agg,precision_psnr_agg,recall_absolute_agg,recall_squared_agg,recall_ssim_agg,recall_psnr_agg,f1-score_absolute_agg,f1-score_squared_agg,f1-score_ssim_agg,f1-score_psnr_agg,support_absolute_agg,support_squared_agg,support_ssim_agg,support_psnr_agg,conf_mat_absolute_agg,conf_mat_squared_agg,conf_mat_ssim_agg,conf_mat_psnr_agg,precision_absolute_overall,precision_squared_overall,precision_ssim_overall,precision_psnr_overall,recall_absolute_overall,recall_squared_overall,recall_ssim_overall,recall_psnr_overall,f1-score_absolute_overall,f1-score_squared_overall,f1-score_ssim_overall,f1-score_psnr_overall,support_absolute_overall,support_squared_overall,support_ssim_overall,support_psnr_overall,conf_mat_absolute_overall,conf_mat_squared_overall,conf_mat_ssim_overall,conf_mat_psnr_overall
CLSTM_AE_128_3X3_L,CLSTM_AE_128_3X3_L-4_RL-1_DISDECONV-Y-_DENOISING_ADAM_MSE_UCSD2_NORMAL-{CRN}_.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,True,False,0.8876,0.8138,0.8061,0.827,0.9388,0.8177,0.8155,0.9489,0.7093,0.7244,0.7214,0.7874,0.1948,0.2184,0.2334,0.2312,0.4144,0.3653,0.3677,0.2949,0.6555,0.6809,0.6821,0.6844,,,,,0.7191,0.7258,0.7279,0.6967,0.8709,0.8478,0.8539,0.8551,0.8478,0.7498,0.7632,0.8134,0.8558,0.7761,0.7875,0.827,2010,2010,2010,2010,"1434,214,92,270","1215,433,70,292","1238,410,66,296","1367,281,94,268",0.8269,0.8053,0.8508,0.8064,0.5279,0.6139,0.6716,0.6154,0.5719,0.6584,0.7096,0.6597,2010,2010,2010,2010,"737,911,38,324","956,692,84,278","1028,620,40,322","958,690,83,279"
CLSTM_AE_128_3X3_L,CLSTM_AE_128_3X3_L-4_RL-2_DISDECONV-Y-_DENOISING_ADAM_MSE_UCSD2_NORMAL-{CRN}_.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,True,False,0.8698,0.8237,0.8196,0.8644,0.9135,0.803,0.8054,0.9457,0.6983,0.7089,0.7066,0.7565,0.1869,0.2486,0.251,0.2318,0.4309,0.3702,0.3719,0.3501,0.6661,0.6731,0.6748,0.6662,,,,,0.7201,0.7307,0.7317,0.706,0.8704,0.8518,0.856,0.8536,0.8219,0.8269,0.7597,0.8279,0.8362,0.836,0.7849,0.8372,2010,2010,2010,2010,"1360,288,70,292","1413,235,113,249","1226,422,61,301","1412,236,110,252",0.801,0.8154,0.8473,0.8192,0.7955,0.5393,0.6144,0.5343,0.7982,0.5852,0.6569,0.5796,2010,2010,2010,2010,"1430,218,193,169","774,874,52,310","905,743,32,330","759,889,47,315"
CLSTM_AE_128_3X3_L,CLSTM_AE_128_3X3_L-4_RL-1_DISDECONV-N-_DENOISING_ADAM_MSE_UCSD2_NORMAL-{CRN}_.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,True,False,0.8762,0.8507,0.8536,0.8471,0.9182,0.8962,0.8958,0.9304,0.7034,0.7072,0.7069,0.7621,0.2008,0.2238,0.2338,0.2408,0.4227,0.3744,0.3778,0.3192,0.663,0.6706,0.6683,0.6772,,,,,0.72,0.7322,0.7329,0.7053,0.87,0.8483,0.8625,0.8566,0.8448,0.801,0.7448,0.8264,0.8534,0.8163,0.773,0.8369,2010,2010,2010,2010,"1427,221,91,271","1346,302,98,264","1180,468,45,317","1401,247,102,260",0.7942,0.8239,0.8324,0.8258,0.7736,0.5224,0.6448,0.5214,0.7825,0.5664,0.6857,0.5651,2010,2010,2010,2010,"1378,270,185,177","728,920,40,322","991,657,57,305","724,924,38,324"
CLSTM_AE_128_3X3_SEQ2SEQ_L,CLSTM_AE_128_3X3_SEQ2SEQ_L-4_RL-1_DISDECONV-N-_DENOISING_ADAM_MSE_UCSD2_NORMAL-{CRN}_.pkl,Seq2Seq,UCSD2,NORMAL,128,MSE,ADAM,True,False,0.7893,0.7817,0.7643,0.8309,0.8016,0.7628,0.7556,0.8011,0.6239,0.6145,0.6076,0.6171,0.3046,0.2952,0.3106,0.2516,0.46,0.4596,0.4587,0.4626,0.7031,0.7214,0.7095,0.6929,,,,,0.7481,0.7447,0.748,0.7576,0.844,0.8165,0.8502,0.8372,0.6165,0.7262,0.7053,0.675,0.6636,0.7555,0.7418,0.7157,1914,1914,1914,1914,"899,693,41,281","1180,412,112,210","1082,510,54,268","1033,559,63,259",0.8108,0.825,0.798,0.8347,0.7962,0.8276,0.7534,0.8406,0.8028,0.8263,0.7711,0.8374,1914,1914,1914,1914,"1368,224,166,156","1433,159,171,151","1278,314,158,164","1455,137,168,154"
CRNN_AE_128_3X3_L,CRNN_AE_128_3X3_L-4_RL-2_DISDECONV-Y-_DENOISING_ADAM_MSE_UCSD2_NORMAL-{CRN}_.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,True,False,0.8467,0.8381,0.8312,0.7957,0.9132,0.879,0.8791,0.9015,0.6912,0.679,0.6769,0.6751,0.2482,0.2563,0.2682,0.2886,0.4541,0.4475,0.4485,0.4558,0.6715,0.6749,0.6766,0.6961,,,,,0.7204,0.7238,0.7247,0.7256,0.8711,0.8561,0.8654,0.8577,0.6557,0.6876,0.6204,0.7239,0.6946,0.7237,0.6615,0.7552,2010,2010,2010,2010,"968,680,12,350","1057,591,37,325","898,750,13,349","1138,510,45,317",0.7988,0.7939,0.7962,0.7944,0.7886,0.7627,0.7831,0.7602,0.7933,0.7755,0.789,0.774,2010,2010,2010,2010,"1413,235,190,172","1347,301,176,186","1402,246,190,172","1339,309,173,189"
CRNN_AE_128_3X3_L,CRNN_AE_128_3X3_L-4_RL-1_DISDECONV-Y-_DENOISING_ADAM_MSE_UCSD2_NORMAL-{CRN}_.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,True,False,0.8839,0.8406,0.8372,0.8432,0.9085,0.8158,0.8148,0.9261,0.7026,0.7452,0.7421,0.749,0.1906,0.2057,0.2172,0.2445,0.4405,0.3232,0.3234,0.3465,0.6578,0.6733,0.672,0.6758,,,,,0.7199,0.7148,0.7169,0.7067,0.8687,0.8565,0.8669,0.8625,0.7791,0.7468,0.6677,0.8209,0.8019,0.7743,0.7057,0.834,2010,2010,2010,2010,"1253,395,49,313","1194,454,55,307","999,649,19,343","1373,275,85,277",0.8063,0.8382,0.8356,0.8399,0.7915,0.592,0.5975,0.5915,0.798,0.636,0.6415,0.6353,2010,2010,2010,2010,"1406,242,177,185","866,782,38,324","881,767,42,320","863,785,36,326"
CRNN_AE_128_3X3_L,CRNN_AE_128_3X3_L-4_RL-1_DISDECONV-N-_DENOISING_ADAM_MSE_UCSD2_NORMAL-{CRN}_.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,True,False,0.8748,0.8356,0.8336,0.8128,0.9135,0.8598,0.8605,0.9048,0.6936,0.709,0.7074,0.7099,0.2021,0.2265,0.2342,0.2845,0.4587,0.4023,0.4011,0.4116,0.6658,0.6838,0.6837,0.689,,,,,0.7215,0.7229,0.7243,0.7189,0.8718,0.8678,0.8542,0.8678,0.7587,0.7532,0.704,0.7473,0.7852,0.7804,0.738,0.7754,2010,2010,2010,2010,"1199,449,36,326","1192,456,40,322","1097,551,44,318","1178,470,38,324",0.8062,0.8427,0.8303,0.8447,0.7886,0.5269,0.5045,0.5254,0.7962,0.5688,0.5461,0.5669,2010,2010,2010,2010,"1397,251,174,188","720,928,23,339","683,965,31,331","715,933,21,341"
CRNN_AE_128_3X3_L,CRNN_AE_128_3X3_L-4_RL-2_DISDECONV-N-_DENOISING_ADAM_MSE_UCSD2_NORMAL-{CRN}_.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,True,False,0.7132,0.833,0.8011,0.8055,0.7881,0.8497,0.8368,0.8188,0.6343,0.6467,0.6403,0.6101,0.3157,0.225,0.2486,0.2568,0.4161,0.4558,0.453,0.4558,0.7341,0.6895,0.6953,0.6989,,,,,0.7346,0.7184,0.7219,0.7398,0.83,0.8447,0.8555,0.8572,0.6289,0.7055,0.6886,0.7547,0.6713,0.739,0.7246,0.7809,2010,2010,2010,2010,"958,690,56,306","1114,534,58,304","1060,588,38,324","1212,436,57,305",0.8067,0.8283,0.7974,0.8441,0.7886,0.8328,0.7687,0.8537,0.7964,0.8304,0.7805,0.8474,2010,2010,2010,2010,"1396,252,173,189","1493,155,181,181","1357,291,174,188","1536,112,182,180"
CRNN_AE_128_3X3_SEQ2SEQ_L,CRNN_AE_128_3X3_SEQ2SEQ_L-4_RL-1_DISDECONV-N-_DENOISING_ADAM_MSE_UCSD2_NORMAL-{CRN}_.pkl,Seq2Seq,UCSD2,NORMAL,128,MSE,ADAM,True,False,0.8859,0.8255,0.8209,0.8241,0.9026,0.8088,0.8086,0.81,0.655,0.6397,0.6384,0.6072,0.1844,0.2513,0.2516,0.2299,0.4627,0.4559,0.4574,0.4656,0.6731,0.6935,0.6916,0.6989,,,,,0.7419,0.738,0.7388,0.7612,0.8871,0.8505,0.8569,0.8518,0.7717,0.7351,0.7612,0.7163,0.7989,0.7663,0.7879,0.751,1914,1914,1914,1914,"1177,415,22,300","1148,444,63,259","1198,394,63,259","1104,488,55,267",0.8083,0.8388,0.801,0.8383,0.7821,0.8506,0.7586,0.8495,0.7932,0.8431,0.7755,0.8425,1914,1914,1914,1914,"1334,258,159,163","1484,108,178,144","1286,306,156,166","1481,111,177,145"
CRNN_AE_ATTN_128_3X3_L,CRNN_AE_ATTN_128_3X3_L-4_RL-3_DISDECONV-N-_DENOISING_ADAM_MSE_UCSD2_NORMAL-{CRN}_.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,True,False,0.5896,0.6918,0.6564,0.7322,0.667,0.7771,0.6975,0.7842,0.5656,0.5997,0.5705,0.6023,0.4431,0.3508,0.3582,0.3287,0.4496,0.4515,0.435,0.453,0.7813,0.7359,0.7595,0.7184,,,,,0.7917,0.7487,0.7816,0.7385,0.7887,0.8063,0.7996,0.7909,0.4438,0.5632,0.7109,0.6219,0.4833,0.6103,0.7396,0.6656,2010,2010,2010,2010,"586,1062,56,306","838,810,68,294","1199,449,132,230","995,653,107,255",0.7361,0.7539,0.7894,0.7867,0.6149,0.7403,0.7388,0.8164,0.6566,0.7467,0.758,0.7944,2010,2010,2010,2010,"1065,583,191,171","1362,286,236,126","1290,358,167,195","1544,104,265,97"
CRNN_AE_ATTN_128_3X3_L,CRNN_AE_ATTN_128_3X3_L-4_RL-2_DISDECONV-Y-_DENOISING_ADAM_MSE_UCSD2_NORMAL-{CRN}_.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,True,False,0.8331,0.8075,0.7992,0.8255,0.8787,0.8211,0.8202,0.8688,0.6786,0.675,0.6725,0.6577,0.2694,0.2613,0.2718,0.2524,0.4641,0.4602,0.4641,0.4641,0.6768,0.6882,0.6901,0.6826,,,,,0.7222,0.7248,0.726,0.728,0.8513,0.8431,0.8541,0.8446,0.7104,0.7189,0.707,0.7303,0.7435,0.7503,0.7406,0.7599,2010,2010,2010,2010,"1116,532,50,312","1148,500,65,297","1104,544,45,317","1173,475,67,295",0.8065,0.7986,0.7996,0.7989,0.7881,0.7692,0.7726,0.7687,0.796,0.7812,0.7838,0.781,2010,2010,2010,2010,"1395,253,173,189","1356,292,172,190","1364,284,173,189","1354,294,171,191"
CRNN_AE_ATTN_128_3X3_L,CRNN_AE_ATTN_128_3X3_L-4_RL-3_DISDECONV-Y-_DENOISING_ADAM_MSE_UCSD2_NORMAL-{CRN}_.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,True,False,0.8282,0.8476,0.8461,0.8093,0.8562,0.85,0.8503,0.8591,0.6454,0.6508,0.6486,0.6127,0.233,0.2244,0.23,0.2657,0.4714,0.4558,0.4613,0.466,0.6786,0.6721,0.671,0.693,,,,,0.7193,0.7171,0.7179,0.7416,0.8466,0.8582,0.8615,0.8601,0.7587,0.7587,0.6836,0.7612,0.7832,0.7843,0.7202,0.7865,2010,2010,2010,2010,"1239,409,76,286","1220,428,57,305","1041,607,29,333","1223,425,55,307",0.8313,0.8469,0.7965,0.8439,0.8343,0.8572,0.7652,0.8527,0.8328,0.8501,0.7779,0.8472,2010,2010,2010,2010,"1490,158,175,187","1544,104,183,179","1349,299,173,189","1531,117,179,183"
CRNN_AE_ATTN_128_3X3_L,CRNN_AE_ATTN_128_3X3_L-4_RL-1_DISDECONV-N-_DENOISING_ADAM_MSE_UCSD2_NORMAL-{CRN}_.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,True,False,0.5981,0.6547,0.654,0.7167,0.6185,0.6838,0.6836,0.7407,0.4949,0.5417,0.5415,0.5935,0.395,0.3051,0.306,0.3568,0.5083,0.4775,0.477,0.4539,0.7459,0.7429,0.7425,0.707,,,,,0.837,0.7794,0.7796,0.7392,0.7838,0.8084,0.8114,0.8097,0.706,0.6935,0.7975,0.6846,0.7332,0.7268,0.8036,0.7196,2010,2010,2010,2010,"1214,434,157,205","1141,507,109,253","1413,235,172,190","1117,531,103,259",0.7605,0.8259,0.799,0.8259,0.4413,0.8398,0.7736,0.8398,0.4858,0.7956,0.7842,0.7956,2010,2010,2010,2010,"607,1041,82,280","1627,21,301,61","1368,280,175,187","1627,21,301,61"
CRNN_AE_ATTN_128_3X3_L,CRNN_AE_ATTN_128_3X3_L-4_RL-2_DISDECONV-N-_DENOISING_ADAM_MSE_UCSD2_NORMAL-{CRN}_.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,True,False,0.6048,0.6869,0.6547,0.6806,0.6783,0.7794,0.7076,0.748,0.5749,0.5997,0.5762,0.597,0.4387,0.3453,0.3729,0.3489,0.453,0.4601,0.442,0.4365,0.7776,0.7431,0.7601,0.7486,,,,,0.7848,0.7463,0.7736,0.7472,0.8065,0.8085,0.8126,0.7956,0.4697,0.5617,0.5478,0.6403,0.5105,0.6086,0.5942,0.6817,2010,2010,2010,2010,"628,1020,46,316","832,816,65,297","796,852,57,305","1032,616,107,255",0.7457,0.7514,0.7718,0.7797,0.691,0.7527,0.6896,0.8045,0.7135,0.7521,0.7188,0.7887,2010,2010,2010,2010,"1244,404,217,145","1402,246,251,111","1193,455,169,193","1511,137,256,106"
CRNN_AE_ATTN_128_3X3_L,CRNN_AE_ATTN_128_3X3_L-4_RL-1_DISDECONV-Y-_DENOISING_ADAM_MSE_UCSD2_NORMAL-{CRN}_.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,True,False,0.8767,0.8362,0.8333,0.8443,0.9124,0.841,0.8408,0.9258,0.7103,0.767,0.765,0.7695,0.2027,0.2243,0.2265,0.2415,0.409,0.3066,0.3113,0.3155,0.6599,0.6754,0.6747,0.6753,,,,,0.7175,0.7065,0.7081,0.7011,0.8667,0.8504,0.8593,0.851,0.7483,0.7677,0.7478,0.7716,0.7762,0.7907,0.7753,0.794,2010,2010,2010,2010,"1182,466,40,322","1255,393,74,288","1192,456,51,311","1264,384,75,287",0.8025,0.8555,0.8444,0.856,0.7846,0.6025,0.6463,0.5995,0.7924,0.6448,0.6868,0.6419,2010,2010,2010,2010,"1393,255,178,184","870,778,21,341","979,669,42,320","863,785,20,342"
